"date","date.mean","holiday","new_thanks","high.temp","low.temp","humidity","rain","temp","wind"
"2017-06-28",0.335878518518519,0,0,30,20.799999,78.875,0,24.5916667083333,1.84166666666667
"2017-06-29",0.345627958579882,0,0,30.6,21.200001,81.4166666666667,0,25.0833334583333,1.78333333333333
"2017-06-30",0.361874255952381,0,0,29.299999,21.5,81.125,0,24.5666664166667,1.4
"2017-07-01",0.406735055350553,1,0,26.5,23,92.25,1,24.2666667916667,3.23333333333333
"2017-07-02",0.372968934911243,1,0,25.1,23,96.4583333333333,1,23.8333333333333,4.9625
"2017-07-03",0.325727002967359,0,0,25.700001,22.9,96.625,1,23.8916669166667,2.725
"2017-07-04",0.333034099332839,0,0,29.9,23.200001,89.1666666666667,0,26.27916675,1.625
"2017-07-05",0.372214019388516,0,0,33.099998,22.4,83,0,26.6416667916667,1.10416666666667
"2017-07-06",0.348969448584203,0,0,31.1,25,86.625,0,27.2916667083333,2.81666666666667
"2017-07-07",0.310924723247232,0,0,28.6,23.700001,93.125,1,25.929166875,5.6125
"2017-07-08",0.403755917159763,1,0,27.1,24.4,92.5833333333333,1,25.6041666666667,4.04583333333333
"2017-07-09",0.40420564216778,1,0,30,24.4,92.5416666666667,1,26.3916665416667,4.61666666666667
"2017-07-10",0.281825925925926,0,0,25.799999,22.200001,95.7916666666667,1,24.1208332916667,4.72916666666667
"2017-07-11",0.332024981631154,0,0,27.9,23.700001,93.5416666666667,0,25.1333332916667,3.3625
"2017-07-12",0.339294852941176,0,0,30.700001,22.5,87.1666666666667,0,25.5666665416667,2.58333333333333
"2017-07-13",0.341602919708029,0,0,31.4,24.299999,84.75,0,27.037499875,2.9125
"2017-07-14",0.347855395683453,0,0,32.799999,23.299999,86.7916666666667,1,26.78749975,3.425
"2017-07-15",0.349037490987743,1,0,26.700001,23.1,96.125,1,24.8458333333333,3.44166666666667
"2017-07-16",0.356700288184438,1,0,27.1,24.4,97.4583333333333,1,25.8958334583333,2.6625
"2017-07-17",0.299369408369408,0,0,25.9,23.5,96.625,1,24.4375000833333,2.31666666666667
"2017-07-18",0.325760583941606,0,0,30.5,23.5,91.8333333333333,1,26.475,1.65416666666667
"2017-07-19",0.352198401162791,0,0,31.299999,23.4,88.875,0,26.8625000416667,1.44166666666667
"2017-07-20",0.365111913357401,0,0,32.900002,26.4,86.5416666666667,0,28.9291665416667,3.36666666666667
"2017-07-21",0.359266473569877,0,0,32.599998,26,90.875,0,28.5291664583333,3.925
"2017-07-22",0.423327160493827,1,0,29.4,25.9,94.2916666666667,0,27.2333332916667,4.18333333333333
"2017-07-23",0.408614712308813,1,0,29.799999,25.9,96.625,1,27.1874997916667,2.0625
"2017-07-24",0.342113221329438,0,0,27.9,24.5,95.9166666666667,1,26.3624999583333,1.625
"2017-07-25",0.383130116959064,0,0,32.299999,24.5,81.4166666666667,0,27.6166667916667,2.83333333333333
"2017-07-26",0.379822580645161,0,0,32.400002,23,84.4166666666667,0,27.2916666666667,1.6625
"2017-07-27",0.38030345334313,0,0,33.200001,25.6,86.0416666666667,1,27.8875001666667,1.91666666666667
"2017-07-28",0.337827941176471,0,0,27.799999,23.799999,96.9166666666667,1,25.69583325,1.67083333333333
"2017-07-29",0.482465099191771,1,0,32.099998,23.700001,90.0833333333333,0,27.3666664583333,1.95
"2017-07-30",0.508914517317612,1,0,32.200001,24.9,86.2916666666667,1,27.7250000416667,1.90833333333333
"2017-07-31",0.38340206185567,0,0,25.9,23.5,97,1,24.216666625,1.6125
"2017-08-01",0.447503703703704,0,0,34,23.799999,83.75,0,28.7749999166667,1.2125
"2017-08-02",0.486930957683742,0,0,33.700001,25.9,84.2083333333333,0,29.6791667083333,1.86666666666667
"2017-08-03",0.459465722801788,0,0,33.200001,24.5,79.125,0,28.870833375,2
"2017-08-04",0.483133136094675,0,0,34.900002,25.700001,79.75,0,29.687500125,1.65833333333333
"2017-08-05",0.532532938564027,1,0,36.299999,26.799999,82.25,0,30.7458330416667,1.85
"2017-08-06",0.462562638172439,1,0,34.299999,23.200001,88.9583333333333,1,27.3291665833333,1.35833333333333
"2017-08-07",0.387361749444033,0,0,33.599998,23,83.75,0,27.8500000416667,1.3125
"2017-08-08",0.389008046817849,0,0,31.200001,22.700001,88.9166666666667,1,26.6999999166667,1.47083333333333
"2017-08-09",0.361789244186047,0,0,30.700001,23.799999,86.375,0,26.258333375,2.0875
"2017-08-10",0.381129643117261,0,0,31.4,21.9,88.9583333333333,0,26.3791667916667,1.62916666666667
"2017-08-11",0.396780931586608,0,0,30.700001,22.700001,86.875,0,26.670833625,1.90416666666667
"2017-08-12",0.494687819110139,1,0,31.5,23.6,84.125,1,26.5916665833333,1.96666666666667
"2017-08-13",0.450229257641921,1,0,26.6,20.700001,87.375,1,23.4625001666667,3.1375
"2017-08-14",0.34139404934688,0,0,23.9,21.5,97.2916666666667,1,22.583333375,4.76666666666667
"2017-08-15",0.343761454545455,1,0,26,23.1,98.2083333333333,1,24.691666625,3.29166666666667
"2017-08-16",0.343191411935953,0,0,28.1,23,93.7916666666667,1,25.0625002083333,1.61666666666667
"2017-08-17",0.339391588107324,0,0,29.799999,20.9,91.0416666666667,1,24.8874999166667,1.22916666666667
"2017-08-18",0.336917385057471,0,0,29.700001,22,92.5,1,25.3375000833333,1.65416666666667
"2017-08-19",0.415833333333333,1,0,30.200001,22.4,91.6666666666667,1,25.2958334166667,2.27083333333333
"2017-08-20",0.364399283154122,1,0,28.1,23.6,95.125,1,25.3416667083333,4.1625
"2017-08-21",0.320099352051836,0,0,28.200001,23,95.4166666666667,1,25.504166875,3.0875
"2017-08-22",0.366181294964029,0,0,32.099998,25.5,88.6666666666667,1,28.0708332916667,2.01666666666667
"2017-08-23",0.328674335010784,0,0,31,26.799999,94.4166666666667,1,28.3416665833333,5.96666666666667
"2017-08-24",0.300672178289001,0,0,28.4,20.700001,97.7916666666667,1,24.4041667083333,3.40416666666667
"2017-08-25",0.361783369803063,0,0,32.799999,17.200001,77.5,0,24.5708333333333,1.5625
"2017-08-26",0.400592862345229,1,0,29.4,17.9,68.5416666666667,0,22.67083325,0.916666666666667
"2017-08-27",0.384129008746356,1,0,30,18.299999,77.1666666666667,0,23.2458331666667,1.09583333333333
"2017-08-28",0.31472994269341,0,0,27.700001,18.700001,83.2083333333333,1,22.3291666666667,3.48333333333333
"2017-08-29",0.316972818311874,0,0,23.4,18,50.125,0,20.1041667916667,4.78333333333333
"2017-08-30",0.298627069834413,0,0,24.1,17,84.25,0,19.7125,1.67083333333333
"2017-08-31",0.324903762662808,0,0,26.6,18.5,70.0833333333333,0,22.2791665833333,2.85
"2017-09-01",0.327132806891601,0,0,28.700001,17.200001,72.9166666666667,0,22.7416667083333,2.90416666666667
"2017-09-02",0.403313669064748,1,0,28.1,17,81.125,0,22.2958335416667,1.45
"2017-09-03",0.40480976310122,1,0,28.700001,16.799999,80.2916666666667,0,22.983333375,1.44166666666667
"2017-09-04",0.338936017253774,0,0,30,18.700001,67,0,23.524999875,1.28333333333333
"2017-09-05",0.288581706435286,0,0,22.6,19.1,88.8333333333333,0,21.0208334166667,1.34583333333333
"2017-09-06",0.296569675090253,0,0,24,17.799999,89.0416666666667,1,20.1624999166667,1.85416666666667
"2017-09-07",0.342315827338129,0,0,27.6,18.9,86.75,0,22.7083332916667,2.1
"2017-09-08",0.351226387887527,0,0,29.700001,17.700001,81.8333333333333,0,22.837499875,1.625
"2017-09-09",0.403245133381399,1,0,29.700001,17.200001,84.6666666666667,0,21.9249999583333,1.27916666666667
"2017-09-10",0.401443722943723,1,0,27.6,17.9,83.4583333333333,1,22.6166665833333,1.86666666666667
"2017-09-11",0.30154964028777,0,0,24.6,17.4,89.125,0,20.2291665833333,2.52083333333333
"2017-09-12",0.329235251798561,0,0,26.5,15.2,72.9166666666667,0,20.541666625,3.17083333333333
"2017-09-13",0.330102729885057,0,0,27.299999,14.6,68.2083333333333,0,20.6291667083333,3.55833333333333
"2017-09-14",0.325683948863636,0,0,28.4,18.200001,63.2916666666667,0,22.8208334583333,2.88333333333333
"2017-09-15",0.336857746478873,0,0,27.5,16.4,58.1666666666667,0,21.3749999583333,3.80416666666667
"2017-09-16",0.393143159379408,1,0,27.200001,19.9,61.125,0,22.2000000833333,4.125
"2017-09-17",0.430433309809457,1,0,26.700001,16.799999,75.5,0,21.6666666666667,2.65833333333333
"2017-09-18",0.347942715700141,0,0,28.200001,19.5,81.3333333333333,0,23.0708335,3.09166666666667
"2017-09-19",0.305674418604651,0,0,27,13.7,79.625,0,22.0416665833333,4.22083333333333
"2017-09-20",0.342676781933663,0,0,23.1,12.5,74.75,0,17.5541667083333,2.5375
"2017-09-21",0.331889518413598,0,0,26.200001,12.9,76.9166666666667,0,18.9791667916667,1.47083333333333
"2017-09-22",0.354502121640736,0,0,26,15.8,81.5,0,20.1791665833333,2.05833333333333
"2017-09-23",0.385098511693834,1,0,25.5,20.700001,88.7916666666667,1,22.2041666666667,3.34583333333333
"2017-09-24",0.401660270078181,1,0,25.200001,19,91.8333333333333,0,21.5041666666667,1.92916666666667
"2017-09-25",0.339766666666667,0,0,29.299999,17.700001,70.4166666666667,0,23.6291664583333,1.5125
"2017-09-26",0.319140481245577,0,0,30.9,17,73.25,1,23.0583332083333,3.19166666666667
"2017-09-27",0.291846317280453,0,0,25.299999,18.6,71.125,0,21.4333332083333,3.5375
"2017-09-28",0.304489391796323,0,0,23.5,9.2,60.2083333333333,0,16.258333375,3.84166666666667
"2017-09-29",0.304679432624113,0,0,21.5,12.2,67.2916666666667,0,16.7666664583333,2.47083333333333
"2017-09-30",0.380088904694168,1,0,25.1,14.3,76.2916666666667,0,19.3291665416667,2.4875
"2017-10-01",0.410116254416961,1,1,20.200001,15,87.5,1,16.4166667916667,3.75416666666667
"2017-10-02",0.525134465675867,1,1,25.200001,15.3,62.375,0,19.7250000416667,3.9375
"2017-10-03",0.774180339462518,1,1,20.1,12.9,57.6666666666667,0,16.04166675,5.15833333333333
"2017-10-04",0.799596031183558,0,1,19.700001,12.2,68.7916666666667,0,16.6958334583333,3.3
"2017-10-05",0.663085348506401,0,1,22,15.4,69.125,0,18.204166875,1.95416666666667
"2017-10-06",0.524110795454545,0,1,22.6,13.8,79.7083333333333,0,18.5208333333333,2.58333333333333
"2017-10-07",0.488220326936745,1,1,24.799999,16.4,83.375,0,20.0041667916667,1.7625
"2017-10-08",0.430270078180526,1,1,25.6,16.4,83.25,0,20.0083334166667,1.225
"2017-10-09",0.380928876244666,1,1,26.1,17.6,86.75,0,20.5958331666667,1.31666666666667
"2017-10-10",0.296942553191489,0,0,24.700001,15.3,88.75,1,20.116666625,3.91666666666667
"2017-10-11",0.280579802259887,0,0,18.299999,12.6,69.7083333333333,1,14.4874999166667,4.69583333333333
"2017-10-12",0.277853087295955,0,0,14.8,7.1,73.0833333333333,1,10.7375,3.3625
"2017-10-13",0.29135390070922,0,0,17.4,8.2,63.25,0,13.6083332916667,3.45
"2017-10-14",0.327162774239207,1,0,20,11.9,45.5,0,15.40833325,3.69583333333333
"2017-10-15",0.346922041105599,1,0,22,14.4,61.75,0,17.2541666666667,2.725
"2017-10-16",0.293633593196315,0,0,20.200001,8.8,60.7916666666667,0,15.0250000833333,3.44583333333333
"2017-10-17",0.289540042523033,0,0,21.4,14.6,60.125,0,17.0833334166667,3.34583333333333
"2017-10-18",0.286312322946176,0,0,18.5,11.1,69.25,0,15.67083325,2.37083333333333
"2017-10-19",0.300524485450674,0,0,21,10,71.875,0,16.125,2.69166666666667
"2017-10-20",0.315723991507431,0,0,23.5,13.9,68.4583333333333,0,17.5999999583333,3.02916666666667
"2017-10-21",0.363608480565371,1,0,21.6,13.9,62.6666666666667,0,17.299999875,4.1125
"2017-10-22",0.375371468926554,1,0,22.6,10.7,56.25,0,16.045833375,4.45416666666667
"2017-10-23",0.30882507082153,0,0,18.700001,8.4,69.5833333333333,0,12.7625000416667,1.60416666666667
"2017-10-24",0.292368794326241,0,0,19.6,6.7,76.875,0,12.77916675,1.72083333333333
"2017-10-25",0.301512711864407,0,0,20,7.5,77.6666666666667,0,12.8916666666667,1.89166666666667
"2017-10-26",0.291780539772727,0,0,20.700001,12.3,70.7916666666667,0,15.57916675,1.59583333333333
"2017-10-27",0.326288857345635,0,0,21.299999,11.6,69.0833333333333,0,16.6124999583333,3.51666666666667
"2017-10-28",0.382356737588652,1,0,23.1,11.3,66.5416666666667,0,16.995833375,4.075
"2017-10-29",0.372169252468265,1,0,16,5.3,44.3333333333333,0,9.80833333333333,7.47916666666667
"2017-10-30",0.291268688293371,0,0,12.1,2.2,64.7916666666667,0,6.75416666666667,3.12916666666667
"2017-10-31",0.303941549295775,0,0,16.5,9.1,76,0,12.1041667083333,2.7125
"2017-11-01",0.293492610837438,0,0,17.6,12.6,85.1666666666667,0,14.5333332916667,2.50833333333333
"2017-11-02",0.298892211404729,0,0,18.799999,10.4,90.9583333333333,1,13.808333375,2.60416666666667
"2017-11-03",0.301634602076125,0,0,14.8,3.5,59.6666666666667,0,8.98333333333333,4.04583333333333
"2017-11-04",0.357429958391123,1,0,12.9,2.4,73.2916666666667,0,6.48333333333333,2.70833333333333
"2017-11-05",0.379198335644938,1,0,15.3,4.3,78.6666666666667,0,8.51666666666667,2.04166666666667
"2017-11-06",0.309374045801527,0,0,16.1,7.1,77.5416666666667,0,10.6625,2.13333333333333
"2017-11-07",0.303476388888889,0,0,21.1,12.2,79.875,1,16.0041668333333,2.88333333333333
"2017-11-08",0.314631761442441,0,0,15.9,2.5,63.25,0,9.11666666666667,4.50416666666667
"2017-11-09",0.314086745315753,0,0,16.700001,5.3,62.2916666666667,0,10.3750000416667,2.02083333333333
"2017-11-10",0.302168282548476,0,0,15.7,4.7,65.7083333333333,1,9.80833333333333,3.74583333333333
"2017-11-11",0.357572122052705,1,0,9.9,0.5,73.1666666666667,0,4.7625,3.14583333333333
"2017-11-12",0.378683844011142,1,0,13.1,2.2,76.8333333333333,0,6.38333333333333,1.47916666666667
"2017-11-13",0.303484722222222,0,0,12.4,6.4,70.3333333333333,1,10.675,5.32916666666667
"2017-11-14",0.31559680777238,0,0,12.6,4.7,50,0,8.14166666666667,5.95416666666667
"2017-11-15",0.295721606648199,0,0,9,-0.5,55.3333333333333,0,4.35833333333333,5.15833333333333
"2017-11-16",0.295520500347464,0,0,7,-1.8,65.2083333333333,0,2.29583333333333,2.4125
"2017-11-17",0.320009735744089,0,0,9.3,-0.5,58.7083333333333,1,5.00833333333333,4.80833333333333
"2017-11-18",0.433723108952117,1,0,2,-3.1,52.375,0,-0.383333333333333,3.17916666666667
"2017-11-19",0.438438022284123,1,0,3.8,-1.4,66.75,0,1.49583333333333,3.23333333333333
"2017-11-20",0.323691556175855,0,0,7.8,-3.6,76.0416666666667,1,1.89583333333333,3.325
"2017-11-21",0.323739554317549,0,0,8.9,0.6,69.3333333333333,1,5.07083333333333,2.825
"2017-11-22",0.322193615544761,0,0,12.6,-1.7,63.125,1,4.92083333333333,5.17083333333333
"2017-11-23",0.314662274618585,0,0,5.9,-0.8,68.625,1,2.55,5.37083333333333
"2017-11-24",0.350455555555556,0,0,3.7,-2.3,81.9583333333333,1,0.65,2.6125
"2017-11-25",0.499369444444444,1,0,10.9,3,84.9166666666667,1,7.125,5.17916666666667
"2017-11-26",0.460824911032028,1,0,10.7,-1.7,70.5416666666667,0,3.0875,3.71666666666667
"2017-11-27",0.312686494051784,0,0,9.2,-1.4,72.875,0,2.4375,1.54583333333333
"2017-11-28",0.304440701754386,0,0,12.1,4.5,75.4583333333333,0,8.05416666666667,3.825
"2017-11-29",0.30069357092942,0,0,5.9,-1.3,50,0,2.05833333333333,5.7875
"2017-11-30",0.298673654786862,0,0,2.1,-3.1,48.0833333333333,0,-0.5125,5.53333333333333
"2017-12-01",0.315175893482831,0,0,4.8,-3.1,72,1,0.05,2.4875
"2017-12-02",0.397967696629213,1,0,6.8,2.1,75.625,1,4.75833333333333,3.01666666666667
"2017-12-03",0.376440618411806,1,0,11.3,1.8,75.6666666666667,0,5.95,3.36666666666667
"2017-12-04",0.295403437142091,0,0,1.7,-4.2,53.375,0,-1.12083333333333,5.575
"2017-12-05",0.363356087262491,0,0,0.8,-3.7,76.2083333333333,1,-1.42916666666667,2.74166666666667
"2017-12-06",0.293377186843947,0,0,6.3,1.6,80.875,1,4.09166666666667,4.175
"2017-12-07",0.289038677576259,0,0,6.3,-2.2,55.25,0,1.4375,4.92083333333333
"2017-12-08",0.308586228913649,0,0,1.5,-3,73.5833333333333,1,-1.24583333333333,2.8125
"2017-12-09",0.322981665837311,1,0,6.2,0,78.875,1,2.7125,2.92083333333333
"2017-12-10",0.377922091815221,1,0,8.9,-3,64.4583333333333,1,1.8625,6.36666666666667
"2017-12-11",0.303308209965139,0,0,-2.4,-6.3,60.625,0,-4.65,6.45833333333333
"2017-12-12",0.303005485533559,0,0,-3.3,-6.6,59.125,0,-4.9375,4.42083333333333
"2017-12-13",0.308963348081712,0,0,-1.2,-8.9,61.2916666666667,0,-5.49166666666667,3.42083333333333
"2017-12-14",0.279239496674539,0,0,-0.9,-7.1,64.625,0,-4.12916666666667,1.60416666666667
"2017-12-15",0.295078114004222,0,0,3.2,-3.7,67,0,-0.1125,3.75416666666667
"2017-12-16",0.351752461322082,1,0,-0.9,-6.2,58.125,0,-3.925,4.70833333333333
"2017-12-17",0.315027542372881,1,0,2.9,-4.9,68.4166666666667,0,-2.475,2.4
"2017-12-18",0.300309103740296,0,0,7.2,-2.4,57.0416666666667,0,2.75416666666667,5.5125
"2017-12-19",0.286873676781934,0,0,0,-5.5,66.25,0,-2.70833333333333,3.26666666666667
"2017-12-20",0.28576183745583,0,0,2.2,-4.8,88.7083333333333,1,-1.10833333333333,3.34166666666667
"2017-12-21",0.272619249823071,0,0,6.1,-2,75.7916666666667,0,0.858333333333333,1.40416666666667
"2017-12-22",0.281131112686038,0,0,8.2,2.8,84.1666666666667,0,4.83333333333333,2.67916666666667
"2017-12-23",0.321444839857651,1,0,10.8,5.3,87.625,1,6.9125,2.26666666666667
"2017-12-24",0.338075725406936,1,0,6.3,-2.7,70.7916666666667,1,1.85416666666667,5.99166666666667
"2017-12-25",0.318448446327684,1,0,1.7,-2.2,71.875,1,-0.358333333333333,3.7875
"2017-12-26",0.276730551626591,0,0,1.1,-6.9,51.0833333333333,0,-3.41666666666667,5.825
"2017-12-27",0.272733664772727,0,0,-1.6,-6.2,60.5416666666667,0,-3.49583333333333,2.52083333333333
"2017-12-28",0.274743937232525,0,0,3.2,-1.6,76.875,0,0.729166666666667,1.7375
"2017-12-29",0.289985724482512,0,0,8.2,-1,85.8333333333333,0,2.40416666666667,1.81666666666667
"2017-12-30",0.321759285714286,1,0,4.3,-0.8,86,1,1.65833333333333,3.5125
"2017-12-31",0.330597578347578,1,0,4.3,-4.5,62.8333333333333,0,-0.308333333333333,3.925
